id,predicted_price
2591820310,365812.7
7974200820,677468.0
7701450110,1194199.8
9522300010,1685620.6
9510861140,579193.8
1761300310,295788.75
7732410120,677339.4
7010701383,560309.4
291310170,289207.88
4232901990,308874.56
6840701125,351230.56
3971700580,632342.0
4202400078,209914.34
6064800090,343375.84
2626119028,52667.406
3303980660,1174808.2
862000020,327867.8
2386000070,1011736.06
1138000450,296833.16
1775800420,400082.3
2291401425,315994.84
2025770560,1451738.8
3525069037,517412.28
9324800450,711952.4
8080400136,404318.5
8651540040,456900.2
9407001790,29180.875
1773101530,192208.75
9432900250,316804.16
1794500695,401978.12
2220069003,268517.8
923000120,462130.6
5728000060,355578.7
16000200,379563.94
1926059094,467879.78
6672900220,641233.6
3629860060,888895.8
1822069109,414825.53
6675500105,411519.38
249000180,997748.1
226059065,480640.38
396100110,332937.0
9264450460,235519.12
7853361210,288587.0
9474700020,111491.28
421000455,244705.81
3755200220,483741.25
7960100075,365669.06
9477100490,365821.8
9138100350,999276.4
1624049275,323974.0
2770606890,406639.25
1157200189,664785.5
2770601800,379378.62
9301300805,333261.2
2325069032,1177101.5
1021079099,229685.31
7215730040,732379.9
1853200080,282544.03
3224600340,612702.8
3222049120,515577.22
2113700025,239515.6
7893207925,289151.03
3586501085,641889.2
8024200010,299956.5
7116500705,84749.28
1598600209,331628.12
7204200025,1840137.4
4206901505,304563.8
2937300440,793355.6
7205000180,392828.38
8718500665,306462.9
5318101765,510514.22
4122700020,548336.3
8078700020,571342.3
3303980680,1024354.0
8924100372,1055360.5
2781270210,102813.03
519000043,389780.44
3225069301,1814334.5
151000075,438610.16
2297400020,406195.5
6617500085,621667.8
104510180,261272.25
3528900060,725386.4
3345100286,562306.2
1226039130,484985.0
8712100720,553266.75
3037200010,374277.75
3626039268,290413.62
104510230,179154.66
5112800060,365200.5
6072400280,548856.4
5317100570,833401.0
9528102993,340324.78
2919201095,315636.88
6181400920,213378.9
185000161,274092.8
8691400010,777183.75
3345700165,456769.62
6151800486,74063.31
4340000080,812778.0
4136960010,974800.0
3634100030,431947.75
1624059224,1102315.4
2788400090,314961.5
9828200762,281948.62
7524400250,487675.9
3528000290,714526.6
5700003630,1835211.4
2720069019,278536.94
7227501170,399612.25
2397101270,495168.38
6792100090,625267.75
2770602265,475748.38
3971700937,405882.38
422049203,286098.94
3076500830,195019.1
1423400260,307432.75
9161100795,361647.25
3126049052,378821.2
5100401468,290234.9
514500235,310894.4
1423200170,197333.72
1402100070,470792.62
624110020,811169.6
2407000145,256160.0
1890000225,651549.0
1320069271,101910.0
5490700085,366208.28
263000155,496772.6
3726800201,409553.56
5153200358,388139.38
2725079018,488547.7
7165700200,333223.38
9429000170,544966.8
8718500075,403881.25
1760650950,191990.44
1068000559,1175491.8
4113800500,598969.25
4077800507,484791.12
2725069150,754879.56
4008400035,771998.0
7016310270,356239.5
1432701230,186872.4
3278606050,373853.6
2473350710,400918.7
2185000685,211167.1
7792000025,229230.4
6868200029,417012.34
624069003,801563.5
7431500280,1018312.25
3296000040,570819.9
1118001215,1024053.5
6453900040,939536.6
333100209,601252.6
34001765,701983.94
8946700100,469274.1
5561401210,642469.06
6671900095,450328.7
3275850020,613225.3
3876300600,403962.03
1450900020,277633.22
8562780280,242405.19
7663700973,429265.75
2126049032,458270.56
1823059159,187527.84
3438503426,243446.0
9297301495,443471.03
7140700850,377814.0
7942601805,545188.56
2555900030,402804.06
2887970040,251872.25
7419700010,498279.16
2239000011,401461.2
9283800050,98946.81
9407001340,88693.34
217500140,715842.3
7212660520,147397.62
3298201170,235097.31
3057000400,268594.38
6865200444,430530.06
6071600340,458222.5
6821600005,515351.22
1235100371,818195.8
7796450340,381380.38
3603000410,127365.94
9297300255,745004.0
9126100850,386740.75
2770601462,461517.3
2599001500,167725.06
1102000095,636539.75
1853080640,1019782.9
9551201585,862323.25
3438500796,316268.16
7518504291,318291.2
9269200340,435555.38
715010130,1630551.1
1982201485,528784.5
9526500080,371226.75
9277200180,313062.0
6669150280,369615.06
8917100153,508661.28
3760500516,1142252.5
2725069050,966498.1
3332000091,273570.3
8562770080,481367.8
8151601190,358295.25
8563040160,491352.03
240000269,933963.25
4307350200,301782.3
1311910300,352757.8
3574900030,544664.8
7853230570,385955.2
320069049,362863.84
9839301060,502742.12
7011201333,613269.2
2781320100,61406.688
3421069120,326896.38
7852030320,453444.38
5316101075,1561226.4
5309100750,457555.38
629000730,385688.8
511700170,355302.4
1562100030,405594.66
2489200230,531591.8
524069116,434003.0
5315100737,973105.1
1868900675,737817.94
1608000120,430214.8
705700240,304190.0
7575600610,213955.56
1778500015,451973.62
5423500240,139629.9
6713700025,374356.78
2734100734,374867.88
301402280,128911.56
2113700205,287168.6
4114601570,2618781.0
3332000615,309745.5
3630050180,168004.72
6852700520,372987.72
6870310010,505284.7
6163900981,331255.62
393000142,347390.94
1771100130,321780.94
1442860160,406029.8
9191200435,395053.66
6788200800,646117.6
1115300070,725914.0
3176600105,527718.2
2770604665,396215.53
5469500580,504931.38
5680000545,484492.44
3424089119,283966.7
1328300180,387051.4
1773100922,353307.03
4123830480,337297.75
9808610190,784738.75
4250200140,192825.5
4217402115,2631261.0
3831250350,374823.0
2397101055,625974.6
6817850110,933963.1
7526800200,482301.0
7853370100,563334.4
2523089025,970966.6
9476200680,313749.2
5714200140,545348.8
3575304895,346416.5
263000018,465167.8
8080400177,384264.8
6450304130,350164.56
514500090,423713.25
9477000300,458959.38
853600310,1448274.8
1951600240,155553.19
1099900120,371185.53
5323100120,405996.3
1223089016,394687.88
522059172,206672.31
1930300190,450106.56
9542840410,173461.44
8665050530,308255.44
5592900205,606408.06
5450300010,376138.7
2459960030,272684.38
3331500455,282052.5
3432500705,510524.53
3702900165,206004.56
5249803550,485158.22
626049058,488077.62
1788900380,78383.66
8075400360,169698.53
9113200250,646227.44
2738640040,762772.6
7821200307,284072.7
3530440140,215060.25
3582700130,388781.16
9276200569,566313.25
7197800020,439067.28
686200490,400211.0
3501600100,344070.7
6383000690,537625.4
7604400150,357359.56
5249801411,1017461.25
2607720420,412349.03
9561100010,483095.03
1796370590,228337.06
4077800593,299404.2
854000165,291146.62
5536100010,357230.88
4188000670,854337.8
31000165,1457350.8
662350050,832878.75
4137000280,323156.94
6169901130,1099051.0
1953400510,281551.16
7518506716,647055.3
1552520010,459838.66
7955080270,338943.0
9212900100,357086.56
3438500798,317776.62
7899800890,264359.78
4319200605,397095.62
1329300480,334801.7
8935100100,768425.06
5016001260,229449.84
4337600280,366910.66
1446401220,220141.06
7135521530,628121.6
6888900115,216237.06
2413301070,341284.75
345700040,182718.88
5566100145,324281.3
7634800070,441978.94
9346910500,502584.5
3529300060,314200.47
