id,predicted_price
2591820310,127.5674
7974200820,128.22052
7701450110,128.62904
9522300010,128.91841
9510861140,127.52588
1761300310,127.232086
7732410120,127.4232
7010701383,127.531265
291310170,127.32461
4232901990,128.35988
6840701125,127.92566
3971700580,127.85655
4202400078,127.403305
6064800090,127.41074
2626119028,127.93155
3303980660,128.29567
862000020,127.816574
2386000070,129.58502
1138000450,127.11854
1775800420,127.55392
2291401425,127.15187
2025770560,128.73091
3525069037,130.52357
9324800450,128.33801
8080400136,127.65419
8651540040,127.41904
9407001790,127.729965
1773101530,127.64049
9432900250,127.60599
1794500695,128.48953
2220069003,130.36478
923000120,128.20439
5728000060,127.585075
16000200,127.346855
1926059094,128.19556
6672900220,127.92793
3629860060,128.5255
1822069109,128.0208
6675500105,127.51166
249000180,127.73016
226059065,128.25732
396100110,127.84091
9264450460,127.64299
7853361210,127.6434
9474700020,127.836105
421000455,127.62303
3755200220,127.703575
7960100075,127.189606
9477100490,127.3313
9138100350,128.11003
1624049275,127.50355
2770606890,127.21595
1157200189,127.67998
2770601800,127.74573
9301300805,127.30989
2325069032,129.34108
1021079099,128.516
7215730040,127.820465
1853200080,128.97255
3224600340,127.68674
3222049120,128.07465
2113700025,127.38182
7893207925,127.07522
3586501085,127.640175
8024200010,127.76643
7116500705,127.71109
1598600209,128.16449
7204200025,128.82634
4206901505,127.888245
2937300440,128.06148
7205000180,127.75798
8718500665,127.6788
5318101765,128.23325
4122700020,127.751045
8078700020,127.71898
3303980680,128.2245
8924100372,128.11745
2781270210,127.34845
519000043,127.3196
3225069301,129.44513
151000075,127.19304
2297400020,127.61482
6617500085,127.99234
104510180,127.09853
3528900060,128.20094
3345100286,128.10509
1226039130,127.44632
8712100720,128.11902
3037200010,127.583786
3626039268,127.94401
104510230,127.42317
5112800060,128.3692
6072400280,127.83262
5317100570,128.19229
9528102993,127.85083
2919201095,127.620865
6181400920,127.64349
185000161,127.329956
8691400010,127.91837
3345700165,127.56732
6151800486,127.25858
4340000080,127.754524
4136960010,128.90144
3634100030,127.20474
1624059224,128.71779
2788400090,127.43034
9828200762,128.06645
7524400250,127.56586
3528000290,127.79207
5700003630,129.23805
2720069019,127.943855
7227501170,127.606766
2397101270,127.81781
6792100090,127.561386
2770602265,128.0022
3971700937,127.57284
422049203,127.08713
3076500830,127.58449
1423400260,127.31953
9161100795,127.97882
3126049052,127.61673
5100401468,127.67927
514500235,127.72532
1423200170,127.553345
1402100070,127.98665
624110020,128.42711
2407000145,127.29359
1890000225,127.58804
1320069271,127.31406
5490700085,126.94221
263000155,127.775116
3726800201,127.45418
5153200358,127.89198
2725079018,132.09079
7165700200,127.65975
9429000170,127.38806
8718500075,127.87955
1760650950,127.463524
1068000559,128.75105
4113800500,127.59509
4077800507,127.74088
2725069150,127.80516
4008400035,129.40456
7016310270,127.94386
1432701230,127.65558
3278606050,127.78128
2473350710,127.79565
2185000685,127.36268
7792000025,128.4159
6868200029,128.11821
624069003,128.84772
7431500280,128.24507
3296000040,127.778
1118001215,128.36378
6453900040,128.35188
333100209,127.81477
34001765,127.630035
8946700100,127.709946
5561401210,128.74944
6671900095,127.7688
3275850020,127.53145
3876300600,127.33987
1450900020,127.06392
8562780280,127.45392
7663700973,128.04759
2126049032,128.2743
1823059159,127.57608
3438503426,126.86551
9297301495,127.29649
7140700850,127.62218
7942601805,127.37003
2555900030,127.7612
2887970040,127.42911
7419700010,128.10344
2239000011,127.0957
9283800050,127.64008
9407001340,127.951195
217500140,128.35258
7212660520,127.10698
3298201170,127.41852
3057000400,127.63638
6865200444,127.58972
6071600340,127.59846
6821600005,127.91689
1235100371,128.0772
7796450340,127.58679
3603000410,127.98341
9297300255,127.82358
9126100850,127.24917
2770601462,127.636154
2599001500,127.43909
1102000095,127.731186
1853080640,128.24617
9551201585,127.853676
3438500796,127.2852
7518504291,128.10512
9269200340,127.06423
715010130,130.57437
1982201485,127.72461
9526500080,127.484535
9277200180,127.60201
6669150280,127.5856
8917100153,127.9112
3760500516,129.28673
2725069050,128.17163
3332000091,127.461845
8562770080,127.920616
8151601190,127.261536
8563040160,128.0235
240000269,127.85393
4307350200,127.55658
1311910300,127.71855
